"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","LTINT","TOT","PC_PA","M","2019-10",-0.15,
"JPN","LTINT","TOT","PC_PA","M","2019-11",-0.08,
"JPN","LTINT","TOT","PC_PA","M","2019-12",-0.025,
"JPN","LTINT","TOT","PC_PA","M","2020-01",-0.065,
"JPN","LTINT","TOT","PC_PA","M","2020-02",-0.155,
"JPN","LTINT","TOT","PC_PA","M","2020-03",0.005,
"JPN","LTINT","TOT","PC_PA","M","2020-04",-0.04,
"JPN","LTINT","TOT","PC_PA","M","2020-05",0,
"JPN","LTINT","TOT","PC_PA","M","2020-06",0.03,
"JPN","LTINT","TOT","PC_PA","M","2020-07",0.01,
"JPN","LTINT","TOT","PC_PA","M","2020-08",0.045,
"JPN","LTINT","TOT","PC_PA","M","2020-09",0.015,
"JPN","LTINT","TOT","PC_PA","M","2020-10",0.04,
"JPN","LTINT","TOT","PC_PA","M","2020-11",0.03,
"JPN","LTINT","TOT","PC_PA","M","2020-12",0.02,
"JPN","LTINT","TOT","PC_PA","M","2021-01",0.055,
"JPN","LTINT","TOT","PC_PA","M","2021-02",0.15,
"JPN","LTINT","TOT","PC_PA","M","2021-03",0.12,
"JPN","LTINT","TOT","PC_PA","M","2021-04",0.09,
"JPN","LTINT","TOT","PC_PA","M","2021-05",0.08,
"JPN","LTINT","TOT","PC_PA","M","2021-06",0.05,
"JPN","LTINT","TOT","PC_PA","M","2021-07",0.015,
"JPN","LTINT","TOT","PC_PA","M","2021-08",0.02,
"JPN","LTINT","TOT","PC_PA","M","2021-09",0.065,
"JPN","LTINT","TOT","PC_PA","M","2021-10",0.095,
"JPN","LTINT","TOT","PC_PA","M","2021-11",0.05,
"JPN","LTINT","TOT","PC_PA","M","2021-12",0.07,
"JPN","LTINT","TOT","PC_PA","M","2022-01",0.17,
"JPN","LTINT","TOT","PC_PA","M","2022-02",0.18,
"JPN","LTINT","TOT","PC_PA","M","2022-03",0.21,
"JPN","LTINT","TOT","PC_PA","M","2022-04",0.215,
"JPN","LTINT","TOT","PC_PA","M","2022-05",0.235,
"JPN","LTINT","TOT","PC_PA","M","2022-06",0.225,
"JPN","LTINT","TOT","PC_PA","M","2022-07",0.18,
"JPN","LTINT","TOT","PC_PA","M","2022-08",0.22,
"JPN","LTINT","TOT","PC_PA","M","2022-09",0.24,
"JPN","LTINT","TOT","PC_PA","M","2022-10",0.245,
"JPN","LTINT","TOT","PC_PA","M","2022-11",0.25,
"JPN","LTINT","TOT","PC_PA","M","2022-12",0.41,
"JPN","LTINT","TOT","PC_PA","M","2023-01",0.49,
"JPN","LTINT","TOT","PC_PA","M","2023-02",0.5,
"JPN","LTINT","TOT","PC_PA","M","2023-03",0.32,
"BRA","LTINT","TOT","PC_PA","M","2007-01",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-02",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-03",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-04",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-05",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-06",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-07",6.25,
"BRA","LTINT","TOT","PC_PA","M","2007-08",6.25,
"BRA","LTINT","TOT","PC_PA","M","2007-09",6.25,
"BRA","LTINT","TOT","PC_PA","M","2007-10",6.25,
"BRA","LTINT","TOT","PC_PA","M","2007-11",6.25,
"BRA","LTINT","TOT","PC_PA","M","2007-12",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-01",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-02",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-03",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-04",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-05",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-06",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-07",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-08",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-09",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-10",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-11",6.25,
"BRA","LTINT","TOT","PC_PA","M","2008-12",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-01",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-02",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-03",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-04",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-05",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-06",6.25,
"BRA","LTINT","TOT","PC_PA","M","2009-07",6,
"BRA","LTINT","TOT","PC_PA","M","2009-08",6,
"BRA","LTINT","TOT","PC_PA","M","2009-09",6,
"BRA","LTINT","TOT","PC_PA","M","2009-10",6,
"BRA","LTINT","TOT","PC_PA","M","2009-11",6,
"BRA","LTINT","TOT","PC_PA","M","2009-12",6,
"BRA","LTINT","TOT","PC_PA","M","2010-01",6,
"BRA","LTINT","TOT","PC_PA","M","2010-02",6,
"BRA","LTINT","TOT","PC_PA","M","2010-03",6,
"BRA","LTINT","TOT","PC_PA","M","2010-04",6,
"BRA","LTINT","TOT","PC_PA","M","2010-05",6,
"BRA","LTINT","TOT","PC_PA","M","2010-06",6,
"BRA","LTINT","TOT","PC_PA","M","2010-07",6,
"BRA","LTINT","TOT","PC_PA","M","2010-08",6,
"BRA","LTINT","TOT","PC_PA","M","2010-09",6,
"BRA","LTINT","TOT","PC_PA","M","2010-10",6,
"BRA","LTINT","TOT","PC_PA","M","2010-11",6,
"BRA","LTINT","TOT","PC_PA","M","2010-12",6,
"BRA","LTINT","TOT","PC_PA","M","2011-01",6,
"BRA","LTINT","TOT","PC_PA","M","2011-02",6,
"BRA","LTINT","TOT","PC_PA","M","2011-03",6,
"BRA","LTINT","TOT","PC_PA","M","2011-04",6,
"BRA","LTINT","TOT","PC_PA","M","2011-05",6,
"BRA","LTINT","TOT","PC_PA","M","2011-06",6,
"BRA","LTINT","TOT","PC_PA","M","2011-07",6,
"BRA","LTINT","TOT","PC_PA","M","2011-08",6,
"BRA","LTINT","TOT","PC_PA","M","2011-09",6,
"BRA","LTINT","TOT","PC_PA","M","2011-10",6,
"BRA","LTINT","TOT","PC_PA","M","2011-11",6,
"BRA","LTINT","TOT","PC_PA","M","2011-12",6,
"BRA","LTINT","TOT","PC_PA","M","2012-01",6,
"BRA","LTINT","TOT","PC_PA","M","2012-02",6,
"BRA","LTINT","TOT","PC_PA","M","2012-03",6,
"BRA","LTINT","TOT","PC_PA","M","2012-04",6,
"BRA","LTINT","TOT","PC_PA","M","2012-05",6,
"BRA","LTINT","TOT","PC_PA","M","2012-06",6,
"BRA","LTINT","TOT","PC_PA","M","2012-07",5.5,
"BRA","LTINT","TOT","PC_PA","M","2012-08",5.5,
"BRA","LTINT","TOT","PC_PA","M","2012-09",5.5,
"BRA","LTINT","TOT","PC_PA","M","2012-10",5.5,
"BRA","LTINT","TOT","PC_PA","M","2012-11",5.5,
"BRA","LTINT","TOT","PC_PA","M","2012-12",5.5,
"BRA","LTINT","TOT","PC_PA","M","2013-01",5,
"BRA","LTINT","TOT","PC_PA","M","2013-02",5,
"BRA","LTINT","TOT","PC_PA","M","2013-03",5,
"BRA","LTINT","TOT","PC_PA","M","2013-04",5,
"BRA","LTINT","TOT","PC_PA","M","2013-05",5,
"BRA","LTINT","TOT","PC_PA","M","2013-06",5,
"BRA","LTINT","TOT","PC_PA","M","2013-07",5,
"BRA","LTINT","TOT","PC_PA","M","2013-08",5,
"BRA","LTINT","TOT","PC_PA","M","2013-09",5,
"BRA","LTINT","TOT","PC_PA","M","2013-10",5,
"BRA","LTINT","TOT","PC_PA","M","2013-11",5,
"BRA","LTINT","TOT","PC_PA","M","2013-12",5,
"BRA","LTINT","TOT","PC_PA","M","2014-01",5,
"BRA","LTINT","TOT","PC_PA","M","2014-02",5,
"BRA","LTINT","TOT","PC_PA","M","2014-03",5,
"BRA","LTINT","TOT","PC_PA","M","2014-04",5,
"BRA","LTINT","TOT","PC_PA","M","2014-05",5,
"BRA","LTINT","TOT","PC_PA","M","2014-06",5,
"BRA","LTINT","TOT","PC_PA","M","2014-07",5,
"BRA","LTINT","TOT","PC_PA","M","2014-08",5,
"BRA","LTINT","TOT","PC_PA","M","2014-09",5,
"BRA","LTINT","TOT","PC_PA","M","2014-10",5,
"BRA","LTINT","TOT","PC_PA","M","2014-11",5,
"BRA","LTINT","TOT","PC_PA","M","2014-12",5,
"BRA","LTINT","TOT","PC_PA","M","2015-01",5.5,
"BRA","LTINT","TOT","PC_PA","M","2015-02",5.5,
"BRA","LTINT","TOT","PC_PA","M","2015-03",5.5,
"BRA","LTINT","TOT","PC_PA","M","2015-04",6,
"BRA","LTINT","TOT","PC_PA","M","2015-05",6,
"BRA","LTINT","TOT","PC_PA","M","2015-06",6,
"BRA","LTINT","TOT","PC_PA","M","2015-07",6.5,
"BRA","LTINT","TOT","PC_PA","M","2015-08",6.5,
"BRA","LTINT","TOT","PC_PA","M","2015-09",6.5,
"BRA","LTINT","TOT","PC_PA","M","2015-10",7,
"BRA","LTINT","TOT","PC_PA","M","2015-11",7,
"BRA","LTINT","TOT","PC_PA","M","2015-12",7,
"BRA","LTINT","TOT","PC_PA","M","2016-01",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-02",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-03",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-04",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-05",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-06",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-07",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-08",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-09",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-10",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-11",7.5,
"BRA","LTINT","TOT","PC_PA","M","2016-12",7.5,
"BRA","LTINT","TOT","PC_PA","M","2017-01",7.5,
"BRA","LTINT","TOT","PC_PA","M","2017-02",7.5,
"BRA","LTINT","TOT","PC_PA","M","2017-03",7.5,
"BRA","LTINT","TOT","PC_PA","M","2017-04",7,
"BRA","LTINT","TOT","PC_PA","M","2017-05",7,
"BRA","LTINT","TOT","PC_PA","M","2017-06",7,
"BRA","LTINT","TOT","PC_PA","M","2017-07",7,
"BRA","LTINT","TOT","PC_PA","M","2017-08",7,
"BRA","LTINT","TOT","PC_PA","M","2017-09",7,
"BRA","LTINT","TOT","PC_PA","M","2017-10",7,
"BRA","LTINT","TOT","PC_PA","M","2017-11",7,
"BRA","LTINT","TOT","PC_PA","M","2017-12",7,
"BRA","LTINT","TOT","PC_PA","M","2018-01",6.75,
"BRA","LTINT","TOT","PC_PA","M","2018-02",6.75,
"BRA","LTINT","TOT","PC_PA","M","2018-03",6.75,
"BRA","LTINT","TOT","PC_PA","M","2018-04",6.6,
"BRA","LTINT","TOT","PC_PA","M","2018-05",6.6,
"BRA","LTINT","TOT","PC_PA","M","2018-06",6.6,
"BRA","LTINT","TOT","PC_PA","M","2018-07",6.56,
"BRA","LTINT","TOT","PC_PA","M","2018-08",6.56,
"BRA","LTINT","TOT","PC_PA","M","2018-09",6.56,
"BRA","LTINT","TOT","PC_PA","M","2018-10",6.98,
"BRA","LTINT","TOT","PC_PA","M","2018-11",6.98,
"BRA","LTINT","TOT","PC_PA","M","2018-12",6.98,
"BRA","LTINT","TOT","PC_PA","M","2019-01",7.03,
"BRA","LTINT","TOT","PC_PA","M","2019-02",7.03,
"BRA","LTINT","TOT","PC_PA","M","2019-03",7.03,
"BRA","LTINT","TOT","PC_PA","M","2019-04",6.26,
"BRA","LTINT","TOT","PC_PA","M","2019-05",6.26,
"BRA","LTINT","TOT","PC_PA","M","2019-06",6.26,
"BRA","LTINT","TOT","PC_PA","M","2019-07",5.95,
"BRA","LTINT","TOT","PC_PA","M","2019-08",5.95,
"BRA","LTINT","TOT","PC_PA","M","2019-09",5.95,
"BRA","LTINT","TOT","PC_PA","M","2019-10",5.57,
"BRA","LTINT","TOT","PC_PA","M","2019-11",5.57,
"BRA","LTINT","TOT","PC_PA","M","2019-12",5.57,
"BRA","LTINT","TOT","PC_PA","M","2020-01",5.09,
"BRA","LTINT","TOT","PC_PA","M","2020-02",5.09,
"BRA","LTINT","TOT","PC_PA","M","2020-03",5.09,
"BRA","LTINT","TOT","PC_PA","M","2020-04",4.94,
"BRA","LTINT","TOT","PC_PA","M","2020-05",4.94,
"BRA","LTINT","TOT","PC_PA","M","2020-06",4.94,
"BRA","LTINT","TOT","PC_PA","M","2020-07",4.91,
"BRA","LTINT","TOT","PC_PA","M","2020-08",4.91,
"BRA","LTINT","TOT","PC_PA","M","2020-09",4.91,
"BRA","LTINT","TOT","PC_PA","M","2020-10",4.55,
"BRA","LTINT","TOT","PC_PA","M","2020-11",4.55,
"BRA","LTINT","TOT","PC_PA","M","2020-12",4.55,
"BRA","LTINT","TOT","PC_PA","M","2021-01",4.39,
"BRA","LTINT","TOT","PC_PA","M","2021-02",4.39,
"BRA","LTINT","TOT","PC_PA","M","2021-03",4.39,
"BRA","LTINT","TOT","PC_PA","M","2021-04",4.61,
"BRA","LTINT","TOT","PC_PA","M","2021-05",4.61,
"BRA","LTINT","TOT","PC_PA","M","2021-06",4.61,
"BRA","LTINT","TOT","PC_PA","M","2021-07",4.88,
"BRA","LTINT","TOT","PC_PA","M","2021-08",4.88,
"BRA","LTINT","TOT","PC_PA","M","2021-09",4.88,
"BRA","LTINT","TOT","PC_PA","M","2021-10",5.32,
"BRA","LTINT","TOT","PC_PA","M","2021-11",5.32,
"BRA","LTINT","TOT","PC_PA","M","2021-12",5.32,
"BRA","LTINT","TOT","PC_PA","M","2022-01",6.08,
"BRA","LTINT","TOT","PC_PA","M","2022-02",6.08,
"BRA","LTINT","TOT","PC_PA","M","2022-03",6.08,
"BRA","LTINT","TOT","PC_PA","M","2022-04",6.82,
"BRA","LTINT","TOT","PC_PA","M","2022-05",6.82,
"BRA","LTINT","TOT","PC_PA","M","2022-06",6.82,
"BRA","LTINT","TOT","PC_PA","M","2022-07",7.01,
"BRA","LTINT","TOT","PC_PA","M","2022-08",7.01,
"BRA","LTINT","TOT","PC_PA","M","2022-09",7.01,
"BRA","LTINT","TOT","PC_PA","M","2022-10",7.2,
"BRA","LTINT","TOT","PC_PA","M","2022-11",7.2,
"BRA","LTINT","TOT","PC_PA","M","2022-12",7.2,
"BRA","LTINT","TOT","PC_PA","M","2023-01",7.37,
"BRA","LTINT","TOT","PC_PA","M","2023-02",7.37,
"BRA","LTINT","TOT","PC_PA","M","2023-03",7.37,
"CHN","LTINT","TOT","PC_PA","M","2014-01",4.5019,
"CHN","LTINT","TOT","PC_PA","M","2014-02",4.4276,
"CHN","LTINT","TOT","PC_PA","M","2014-03",4.5004,
"CHN","LTINT","TOT","PC_PA","M","2014-04",4.3002,
"CHN","LTINT","TOT","PC_PA","M","2014-05",4.0714,
"CHN","LTINT","TOT","PC_PA","M","2014-06",4.0612,
"CHN","LTINT","TOT","PC_PA","M","2014-07",4.2655,
"CHN","LTINT","TOT","PC_PA","M","2014-08",4.2361,
"CHN","LTINT","TOT","PC_PA","M","2014-09",3.9824,
"CHN","LTINT","TOT","PC_PA","M","2014-10",3.7559,
"CHN","LTINT","TOT","PC_PA","M","2014-11",3.5249,
"CHN","LTINT","TOT","PC_PA","M","2014-12",3.6219,
"CHN","LTINT","TOT","PC_PA","M","2015-01",3.4966,
"CHN","LTINT","TOT","PC_PA","M","2015-02",3.3602,
"CHN","LTINT","TOT","PC_PA","M","2015-03",3.6483,
"CHN","LTINT","TOT","PC_PA","M","2015-04",3.3503,
"CHN","LTINT","TOT","PC_PA","M","2015-05",3.5954,
"CHN","LTINT","TOT","PC_PA","M","2015-06",3.5976,
"CHN","LTINT","TOT","PC_PA","M","2015-07",3.4752,
"CHN","LTINT","TOT","PC_PA","M","2015-08",3.3252,
"CHN","LTINT","TOT","PC_PA","M","2015-09",3.2362,
"CHN","LTINT","TOT","PC_PA","M","2015-10",3.06,
"CHN","LTINT","TOT","PC_PA","M","2015-11",3.0404,
"CHN","LTINT","TOT","PC_PA","M","2015-12",2.8212,
"CHN","LTINT","TOT","PC_PA","M","2016-01",2.8419,
"CHN","LTINT","TOT","PC_PA","M","2016-02",2.8502,
"CHN","LTINT","TOT","PC_PA","M","2016-03",2.8419,
"CHN","LTINT","TOT","PC_PA","M","2016-04",2.8913,
"CHN","LTINT","TOT","PC_PA","M","2016-05",2.9851,
"CHN","LTINT","TOT","PC_PA","M","2016-06",2.8411,
"CHN","LTINT","TOT","PC_PA","M","2016-07",2.7768,
"CHN","LTINT","TOT","PC_PA","M","2016-08",2.7425,
"CHN","LTINT","TOT","PC_PA","M","2016-09",2.7258,
"CHN","LTINT","TOT","PC_PA","M","2016-10",2.7425,
"CHN","LTINT","TOT","PC_PA","M","2016-11",2.9502,
"CHN","LTINT","TOT","PC_PA","M","2016-12",3.0115,
"CHN","LTINT","TOT","PC_PA","M","2017-01",3.35,
"CHN","LTINT","TOT","PC_PA","M","2017-02",3.29,
"CHN","LTINT","TOT","PC_PA","M","2017-03",3.28,
"CHN","LTINT","TOT","PC_PA","M","2017-04",3.47,
"CHN","LTINT","TOT","PC_PA","M","2017-05",3.61,
"CHN","LTINT","TOT","PC_PA","M","2017-06",3.57,
"CHN","LTINT","TOT","PC_PA","M","2017-07",3.63,
"CHN","LTINT","TOT","PC_PA","M","2017-08",3.63,
"CHN","LTINT","TOT","PC_PA","M","2017-09",3.61,
"CHN","LTINT","TOT","PC_PA","M","2017-10",3.89,
"CHN","LTINT","TOT","PC_PA","M","2017-11",3.89,
"CHN","LTINT","TOT","PC_PA","M","2017-12",3.88,
"CHN","LTINT","TOT","PC_PA","M","2018-01",3.91,
"CHN","LTINT","TOT","PC_PA","M","2018-02",3.82,
"CHN","LTINT","TOT","PC_PA","M","2018-03",3.74,
"CHN","LTINT","TOT","PC_PA","M","2018-04",3.62,
"CHN","LTINT","TOT","PC_PA","M","2018-05",3.61,
"CHN","LTINT","TOT","PC_PA","M","2018-06",3.48,
"CHN","LTINT","TOT","PC_PA","M","2018-07",3.48,
"CHN","LTINT","TOT","PC_PA","M","2018-08",3.58,
"CHN","LTINT","TOT","PC_PA","M","2018-09",3.61,
"CHN","LTINT","TOT","PC_PA","M","2018-10",3.51,
"CHN","LTINT","TOT","PC_PA","M","2018-11",3.36,
"CHN","LTINT","TOT","PC_PA","M","2018-12",3.23,
"CHN","LTINT","TOT","PC_PA","M","2019-01",3.1037,
"CHN","LTINT","TOT","PC_PA","M","2019-02",3.1731,
"CHN","LTINT","TOT","PC_PA","M","2019-03",3.0683,
"CHN","LTINT","TOT","PC_PA","M","2019-04",3.3869,
"CHN","LTINT","TOT","PC_PA","M","2019-05",3.2751,
"CHN","LTINT","TOT","PC_PA","M","2019-06",3.2254,
"CHN","LTINT","TOT","PC_PA","M","2019-07",3.1552,
"CHN","LTINT","TOT","PC_PA","M","2019-08",3.0573,
"CHN","LTINT","TOT","PC_PA","M","2019-09",3.1411,
"CHN","LTINT","TOT","PC_PA","M","2019-10",3.288,
"CHN","LTINT","TOT","PC_PA","M","2019-11",3.165,
"CHN","LTINT","TOT","PC_PA","M","2019-12",3.1365,
"CHN","LTINT","TOT","PC_PA","M","2020-01",2.9932,
"CHN","LTINT","TOT","PC_PA","M","2020-02",2.7376,
"CHN","LTINT","TOT","PC_PA","M","2020-03",2.5899,
"CHN","LTINT","TOT","PC_PA","M","2020-04",2.538,
"CHN","LTINT","TOT","PC_PA","M","2020-05",2.7053,
"CHN","LTINT","TOT","PC_PA","M","2020-06",2.823,
"CHN","LTINT","TOT","PC_PA","M","2020-07",2.9664,
"CHN","LTINT","TOT","PC_PA","M","2020-08",3.0177,
"CHN","LTINT","TOT","PC_PA","M","2020-09",3.1482,
"CHN","LTINT","TOT","PC_PA","M","2020-10",3.181,
"CHN","LTINT","TOT","PC_PA","M","2020-11",3.25,
"CHN","LTINT","TOT","PC_PA","M","2020-12",3.1429,
"CHN","LTINT","TOT","PC_PA","M","2021-01",3.1786,
"CHN","LTINT","TOT","PC_PA","M","2021-02",3.2798,
"CHN","LTINT","TOT","PC_PA","M","2021-03",3.1887,
"CHN","LTINT","TOT","PC_PA","M","2021-04",3.164,
"CHN","LTINT","TOT","PC_PA","M","2021-05",3.045,
"CHN","LTINT","TOT","PC_PA","M","2021-06",3.0778,
"CHN","LTINT","TOT","PC_PA","M","2021-07",2.8363,
"CHN","LTINT","TOT","PC_PA","M","2021-08",2.845,
"CHN","LTINT","TOT","PC_PA","M","2021-09",2.8776,
"CHN","LTINT","TOT","PC_PA","M","2021-10",2.9732,
"CHN","LTINT","TOT","PC_PA","M","2021-11",2.825,
"CHN","LTINT","TOT","PC_PA","M","2021-12",2.7754,
"CHN","LTINT","TOT","PC_PA","M","2022-01",2.6997,
"CHN","LTINT","TOT","PC_PA","M","2022-02",2.775,
"CHN","LTINT","TOT","PC_PA","M","2022-03",2.7878,
"CHN","LTINT","TOT","PC_PA","M","2022-04",2.8386,
"CHN","LTINT","TOT","PC_PA","M","2022-05",2.7426,
"CHN","LTINT","TOT","PC_PA","M","2022-06",2.8205,
"CHN","LTINT","TOT","PC_PA","M","2022-07",2.756,
"CHN","LTINT","TOT","PC_PA","M","2022-08",2.62,
"CHN","LTINT","TOT","PC_PA","M","2022-09",2.76,
"CHN","LTINT","TOT","PC_PA","M","2022-10",2.64,
"CHN","LTINT","TOT","PC_PA","M","2022-11",2.89,
"CHN","LTINT","TOT","PC_PA","M","2022-12",2.84,
"CHN","LTINT","TOT","PC_PA","M","2023-01",2.9,
"CHN","LTINT","TOT","PC_PA","M","2023-02",2.9,
